entrezid	symbol
100874300	SYNJ2-IT1
84947	SERAC1
404672	GTF2H5
56995	TULP4
106479284	RN7SL173P
57583	TMEM181
102465694	MIR7161
6993	DYNLT1
94120	SYTL3
7430	EZR
83861	RSPH3
6648	SOD2
100132803	HNRNPH1P1
106481866	RNU4ATAC18P
9589	WTAP
100129518	SOD2-OT1
39	ACAT2
6950	TCP1
677806	SNORA20
29074	MRPL18
3482	IGF2R
6580	SLC22A1
6581	SLC22A3
4216	MAP3K4
56895	AGPAT4
5071	PRKN
9444	QKI
10846	PDE10A
113402	SFT2D1
51660	MPC1
8635	RNASET2
11116	CEP43
54346	UNC93A
4301	AFDN
79981	FRMD1
168002	DACT2
253769	WDR27
387263	C6orf120
55274	PHF10
6991	DYNLT2
55780	ERMARD
80069	LINC00574
28514	DLL1
84498	FAM120B
5689	PSMB1
6908	TBP
5134	PDCD2
100507642	LOC100507642
56975	FAM20C
105375118	LOC105375118
116435278	LOC116435278
5154	PDGFA
441307	HRAT92
5575	PRKAR1B
54919	DNAAF5
23353	SUN1
51608	GET4
11033	ADAP1
90639	COX19
54905	CYP2W1
84310	C7orf50
115330	GPR146
2852	GPER1
90637	ZFAND2A
101927021	ZFAND2A-DT
340260	UNCX
79778	MICALL2
26173	INTS1
7975	MAFK
202915	TMEM184A
84262	PSMG3
114796	PSMG3-AS1
101927125	ELFN1-AS1
8379	MAD1L1
29960	MRM2
4521	NUDT1
29886	SNX8
8662	EIF3B
55501	CHST12
3955	LFNG
221927	BRAT1
23288	IQCE
80727	TTYH3
155185	AMZ1
2768	GNA12
84433	CARD11
221937	FOXK1
9907	AP5Z1
441191	RNF216P1
57786	RBAK
26100	WIPI2
222962	SLC29A4
84629	TNRC18
100129484	LOC100129484
80028	FBXL18
60	ACTB
6624	FSCN1
54476	RNF216
100874342	RNF216-IT1
51622	CCZ1
5395	PMS2
7965	AIMP2
109616999	SNORA80D
27102	EIF2AK1
84132	USP42
9265	CYTH3
5879	RAC1
221955	DAGLB
11014	KDELR2
392862	GRID2IP
55146	ZDHHC4
79034	C7orf26
54753	ZNF853
100131017	ZNF316
7559	ZNF12
441194	PMS2CL
221960	CCZ1B
56913	C1GALT1
54468	MIOS
6119	RPA3
729852	UMAD1
113263	GLCCI1
3382	ICA1
4697	NDUFA4
9678	PHF14
54664	TMEM106B
102725191	LOC102725191
85477	SCIN
10124	ARL4A
392636	AGMO
105375166	LOC105375166
729920	CRPPA
25928	SOSTDC1
57037	ANKMY2
28969	BZW2
27075	TSPAN13
10551	AGR2
155465	AGR3
196	AHR
101927630	LINC02889
23161	SNX13
221830	POLR1F
346389	MACC1
100506098	LOC100506098
101927811	ITGB8-AS1
3696	ITGB8
221833	SP8
6671	SP4
8701	DNAH11
55536	CDCA7L
9771	RAPGEF5
100506178	LOC100506178
54543	TOMM7
109729180	SNHG26
84668	FAM126A
55975	KLHL7
100419075	AK3P3
11097	NUP42
10457	GPNMB
115416	MALSU1
10643	IGF2BP3
29896	TRA2A
90693	CCDC126
340277	FAM221A
56164	STK31
51678	PALS2
1687	GSDME
26031	OSBPL3
54205	CYCS
136895	C7orf31
9603	NFE2L3
3181	HNRNPA2B1
11335	CBX3
29887	SNX10
8935	SKAP2
3198	HOXA1
100506311	HOTAIRM1
3199	HOXA2
3200	HOXA3
3201	HOXA4
100133311	HOXA-AS3
3202	HOXA5
3203	HOXA6
3204	HOXA7
3206	HOXA10
3207	HOXA11
3209	HOXA13
11112	HIBADH
8887	TAX1BP1
9586	CREB5
54504	CPVL
1124	CHN2
222171	PRR15
442524	DPY19L2P3
644150	WIPF3
9805	SCRN1
55033	FKBP14
84725	PLEKHA8
222166	MTURN
223082	ZNRF2
100506516	LINC01176
10392	NOD1
79017	GGCT
2617	GARS1
5137	PDE1C
23658	LSM5
23080	AVL9
25948	KBTBD2
441212	RP9P
11328	FKBP9
51251	NT5C3A
100129599	RPS29P14
6100	RP9
27241	BBS9
100421175	NCAPD2P1
23333	DPY19L1
57057	TBX20
64224	HERPUD2
101930085	HERPUD2-AS1
989	SEPTIN7
80820	EEPD1
23366	KIAA0895
54443	ANLN
313	AOAH
54749	EPDR1
6424	SFRP4
83930	STARD3NL
27072	VPS41
57002	YAE1
5898	RALA
112267983	CDK13-DT
8621	CDK13
136647	MPLKIP
79783	SUGCT
5683	PSMA2
64983	MRPL32
23072	HECW1
9263	STK17A
55744	COA1
644	BLVRA
64951	MRPS24
55665	URGCP
51619	UBE2D4
84820	POLR2J4
28988	DBNL
5224	PGAM2
27434	POLM
5425	POLD2
10652	YKT6
23386	NUDCD3
644907	RPL32P18
29881	NPC1L1
54606	DDX56
222068	TMED4
4967	OGDH
83637	ZMIZ2
5478	PPIA
94239	H2AZ2
5814	PURB
64005	MYO1G
285958	SNHG15
83605	CCM2
23148	NACAD
9238	TBRG4
654319	SNORA5A
677796	SNORA5C
107	ADCY1
641977	SEPTIN7P2
3484	IGFBP1
64759	TNS3
168507	PKD1L1
3364	HUS1
7378	UPP1
63979	FIGNL1
1644	DDC
2887	GRB10
23242	COBL
100420155	RPL7L1P2
23480	SEC61G
1956	EGFR
100507500	EGFR-AS1
55915	LANCL2
81552	VOPP1
360132	FKBP9P1
349075	ZNF713
2631	NIPSNAP2
51373	MRPS17
5723	PSPH
908	CCT6A
109616964	SNORA22B
25870	SUMF2
5260	PHKG1
51142	CHCHD2
728927	ZNF736
340252	ZNF680
51427	ZNF107
7697	ZNF138
10793	ZNF273
51351	ZNF117
2086	ERV3-1
643180	CCT6P3
109616965	SNORA22C
106481735	GTF2IP14
285905	INTS4P1
168374	ZNF92
441242	LOC441242
677807	SNORA22
100420546	GTF2IP5
84214	LOC84214
154807	VKORC1L1
2990	GUSB
435	ASL
27297	CRCP
8460	TPST1
106480569	RNU6-313P
285908	LINC00174
100289098	GS1-124K5.4
493754	GS1-124K5.11
154881	KCTD7
27342	RABGEF1
55069	TMEM248
51119	SBDS
55253	TYW1
5382	PMS2P4
64940	STAG3L4
26053	AUTS2
441250	TYW1B
155370	SBDSP1
9883	POM121
260294	NSUN5P2
378108	TRIM74
100093631	GTF2IP4
55695	NSUN5
9031	BAZ1B
9275	BCL7B
26608	TBL2
51085	MLXIPL
155382	VPS37D
84277	DNAJC30
114049	BUD23
6804	STX1A
83451	ABHD11
1365	CLDN3
1364	CLDN4
155368	METTL27
3984	LIMK1
7458	EIF4H
693175	MIR590
5982	RFC2
107986742	LOC107986742
7461	CLIP2
9569	GTF2IRD1
2969	GTF2I
84163	GTF2IRD2
729438	CASTOR2
81554	RCC1L
389524	GTF2IRD2B
2970	GTF2IP1
375593	TRIM73
155400	NSUN5P1
100101267	POM121C
5387	PMS2P3
3092	HIP1
57414	RHBDD2
5447	POR
677801	SNORA14A
83862	TMEM120A
51657	STYXL1
4191	MDH2
3315	HSPB1
7532	YWHAG
136853	SSC4D
7784	ZP3
113878	DTX2
105375355	UPK3B
100133091	LOC100133091
22932	POMZP3
441263	DTX2P1-UPK3BP1-PMS2P11
107080637	UPK3BP1
57639	CCDC146
54103	GSAP
5782	PTPN12
100505854	APTR
222194	RSBN1L
85025	TMEM60
57157	PHTF2
9863	MAGI2
2770	GNAI1
10512	SEMA3C
27445	PCLO
10371	SEMA3A
222223	ELAPOR2
101927420	LOC101927420
9988	DMTF1
79161	TMEM243
54677	CROT
5244	ABCB4
5243	ABCB1
154661	RUNDC3B
55972	SLC25A40
10926	DBF4
53616	ADAM22
6717	SRI
100874100	STEAP2-AS1
26872	STEAP1
261729	STEAP2
79846	CFAP69
85865	GTPBP10
9069	CLDN12
5218	CDK14
8321	FZD1
7978	MTERF1
112267986	LOC112267986
10142	AKAP9
1595	CYP51A1
613126	CYP51A1-AS1
889	KRIT1
100302218	MIR1285-1
54467	ANKIB1
57798	GATAD1
5189	PEX1
84060	RBM48
257415	FAM133B
1021	CDK6
54809	SAMD9
253012	HEPACAM2
55610	VPS50
2792	GNGT1
10282	BET1
64921	CASD1
8910	SGCE
23089	PEG10
55607	PPP1R9A
5446	PON3
5445	PON2
1780	DYNC1I1
10165	SLC25A13
7979	SEM1
1750	DLX6
57001	SDHAF3
440	ASNS
392752	OR7E7P
100847017	MIR5692C2
389537	OR7E38P
22853	LMTK2
25851	TECPR1
25798	BRI3
55971	BAIAP2L1
644972	RPS3AP26
8295	TRRAP
100500819	MIR3609
57154	SMURF1
105375421	LOC105375421
10552	ARPC1A
10095	ARPC1B
11333	PDAP1
8896	BUD31
26024	PTCD1
10898	CPSF4
9551	ATP5MF
285989	ZNF789
84124	ZNF394
23660	ZKSCAN5
221786	FAM200A
79027	ZNF655
100289187	TMEM225B
221785	ZSCAN25
1577	CYP3A5
1551	CYP3A7
89122	TRIM4
563	AZGP1
7586	ZKSCAN1
7589	ZSCAN21
7551	ZNF3
10980	COPS6
4176	MCM7
9179	AP4M1
6878	TAF6
245812	CNPY4
255374	MBLAC1
389541	LAMTOR4
55262	TRAPPC14
10734	STAG3
352954	CASTOR3
5379	PMS2P1
101735302	STAG3L5P
101752399	STAG3L5P-PVRIG2P-PILRB
29990	PILRB
29992	PILRA
55063	ZCWPW1
56257	MEPCE
221908	PPP1R35
81628	TSC22D4
222950	NYAP1
3268	AGFG2
4034	LRCH4
26261	FBXO24
5118	PCOLCE
64598	MOSPD3
7036	TFR2
2783	GNB2
64599	GIGYF1
10248	POP7
2056	EPO
2050	EPHB4
56996	SLC12A9
7205	TRIP6
51593	SRRT
402682	UFSP1
43	ACHE
4584	MUC3A
105375431	LOC105375431
10071	MUC12
140453	MUC17
81844	TRIM56
5054	SERPINE1
1174	AP1S1
100616117	MIR4653
7425	VGF
375607	NAT16
346606	MOGAT3
8985	PLOD3
10467	ZNHIT1
24146	CLDN15
51024	FIS1
64792	IFT22
136227	COL26A1
1523	CUX1
10603	SH2B2
79706	PRKRIP1
100289561	LOC100289561
80228	ORAI2
54784	ALKBH4
222229	LRWD1
5439	POLR2J
100271927	RASA4B
548644	POLR2J3
10156	RASA4
246721	POLR2J2
222234	FAM185A
222235	FBXL13
83787	ARMC10
222236	NAPEPLD
9512	PMPCB
27000	DNAJC2
5701	PSMC2
5001	ORC5
723809	LHFPL3-AS2
55904	KMT2E
6733	SRPK2
54517	PUS7
60561	RINT1
222255	ATXN7L1
222256	CDHR3
6856	SYPL1
10135	NAMPT
168455	CCDC71L
26959	HBP1
10466	COG5
11062	DUS4L
115253422	DUS4L-BCAP29
55973	BCAP29
101927974	LOC101927974
79872	CBLL1
1811	SLC26A3
1738	DLD
3912	LAMB1
4897	NRCAM
50640	PNPLA8
168451	THAP5
4189	DNAJB9
83943	IMMP2L
9732	DOCK4
11179	ZNF277
3475	IFRD1
286006	LSMEM1
64418	TMEM168
154743	BMT2
401397	SMIM30
22797	TFEC
26136	TES
858	CAV2
857	CAV1
4233	MET
830	CAPZA2
7982	ST7
338069	ST7-OT4
1080	CFTR
51691	LSM8
23554	TSPAN12
54556	ING3
10447	FAM3C
10157	AASS
154865	IQUB
4698	NDUFA5
8976	WASL
116435299	WASL-DT
2861	GPR37
25913	POT1
168850	ZNF800
79571	GCC1
381	ARF5
27044	SND1
27099	SND1-IT1
55131	RBM28
3614	IMPDH1
29923	HILPDA
55798	METTL2B
106481232	RNU6-177P
346653	FAM71F2
813	CALU
106479253	RN7SL81P
64753	CCDC136
2318	FLNC
375616	KCP
9296	ATP6V1F
100130705	ATP6V1FNB
3663	IRF5
23534	TNPO3
286016	TPI1P2
340348	TSPAN33
6608	SMO
23382	AHCYL2
57464	STRIP2
4899	NRF1
105375501	LOC105375501
7328	UBE2H
51530	ZC3HC1
23008	KLHDC10
84928	TMEM209
1358	CPA2
95681	CEP41
4232	MEST
26958	COPG2
378805	LINC-PINT
4289	MKLN1
100506881	MKLN1-AS
5420	PODXL
54927	CHCHD3
729998	LOC729998
60412	EXOC4
84912	SLC35B4
231	AKR1B1
669	BPGM
800	CALD1
340351	AGBL3
78996	CYREN
55281	TMEM140
29062	WDR91
4850	CNOT4
23165	NUP205
647087	STMP1
136319	MTPN
64764	CREB3L2
6718	AKR1D1
8805	TRIM24
57670	KIAA1549
92092	ZC3HAV1L
56829	ZC3HAV1
79989	TTC26
254048	UBN2
154791	FMC1
51631	LUC7L2
28996	HIPK2
64761	PARP12
80853	KDM7A
100134229	KDM7A-DT
84255	SLC37A3
401409	RAB19
23608	MKRN1
90956	ADCK2
4708	NDUFB2
100134713	NDUFB2-AS1
673	BRAF
51650	MRPS33
55750	AGK
57189	DENND11
285962	WEE2-AS1
494551	WEE2
6742	SSBP1
50832	TAS2R4
448990	TAS2R6P
54429	TAS2R5
8972	MGAM
93432	MGAM2
373156	GSTK1
135932	TMEM139
835	CASP2
106479417	RN7SL535P
106481054	RN7SL481P
9715	FAM131B
7791	ZYX
2041	EPHA1
653199	TCAF1P1
9747	TCAF1
445328	ARHGEF35
401428	OR2A20P
401427	OR2A7
7984	ARHGEF5
27010	TPK1
26047	CNTNAP2
8454	CUL1
2146	EZH2
6086	RNY4
6084	RNY1
9601	PDIA4
136051	ZNF786
155054	ZNF425
57541	ZNF398
8427	ZNF282
7988	ZNF212
100289678	ZNF783
155060	LOC155060
27153	ZNF777
155061	ZNF746
79970	ZNF767P
168544	ZNF467
23145	SSPOP
643641	ZNF862
401431	ATP6V0E2-AS1
155066	ATP6V0E2
653857	ACTR3C
113763	ZBED6CL
65999	LRRC61
29803	REPIN1
285971	ZNF775
26157	GIMAP2
28959	TMEM176B
55365	TMEM176A
26	AOC1
3757	KCNH2
11194	ABCB8
9311	ASIC3
1020	CDK5
6522	SLC4A2
10922	FASTK
83590	TMUB1
116988	AGAP3
10061	ABCF2
54480	CHPF2
6604	SMARCD3
51667	NUB1
6009	RHEB
51422	PRKAG2
63917	GALNT11
58508	KMT2C
100128822	LINC01003
7516	XRCC2
57180	ACTR3B
1804	DPP6
22976	PAXIP1
202781	PAXIP1-DT
3638	INSIG1
338436	BLACE
2020	EN2
285888	CNPY1
100506302	LOC100506302
155435	RBM33
6469	SHH
100506380	LINC01006
140545	RNF32
101927858	RNF32-AS1
64327	LMBR1
64434	NOM1
3110	MNX1
645249	MNX1-AS1
9690	UBE3C
100130446	RPS27AP12
10049	DNAJB6
54892	NCAPG2
57488	ESYT2
55112	DYNC2I1
154822	LINC00689
169270	ZNF596
26260	FBXO25
157697	ERICH1
2055	CLN8
101927752	CLN8-AS1
9639	ARHGEF10
101928058	KBTBD11-AS1
104266957	KBTBD11-OT1
9920	KBTBD11
9172	MYOM2
100287015	LOC100287015
79648	MCPH1
55326	AGPAT5
1672	DEFB1
286042	FAM86B3P
157285	PRAG1
137075	CLDN23
9258	MFHAS1
90459	ERI1
79660	PPP1R3B
157273	LOC157273
8658	TNKS
4482	MSRA
101929191	LINCR-0001
54984	PINX1
66036	MTMR9
157739	TDH
2626	GATA4
252969	NEIL2
2222	FDFT1
1508	CTSB
85002	FAM86B1
653333	FAM86B2
729732	LOC729732
91694	LONRF1
10395	DLC1
4481	MSR1
51201	ZDHHC2
29883	CNOT7
137492	VPS37A
6542	SLC7A2
57509	MTUS1
100422850	MIR548V
101930275	MTUS1-DT
5108	PCM1
427	ASAH1
101929066	LOC101929066
9	NAT1
10	NAT2
23362	PSD3
63898	SH2D4A
55790	CSGALNACT1
55174	INTS10
6570	SLC18A1
526	ATP6V1B2
23039	XPO7
2039	DMTN
64760	FHIP2B
79873	NUDT18
55806	HR
80346	REEP4
649	BMP1
661	POLR3D
55124	PIWIL2
23516	SLC39A14
5533	PPP3CC
10174	SORBS3
64236	PDLIM2
541565	C8orf58
57805	CCAR2
55909	BIN3
1960	EGR3
157310	PEBP4
23221	RHOBTB2
8795	TNFRSF10B
8793	TNFRSF10D
8797	TNFRSF10A
389641	LOC389641
91782	CHMP7
203069	R3HCC1
4017	LOXL2
9583	ENTPD4
51312	SLC25A37
4824	NKX3-1
6781	STC1
80005	DOCK5
2796	GNRH1
54793	KCTD9
157313	CDCA2
5520	PPP2R2A
157489	SDAD1P1
665	BNIP3L
1808	DPYSL2
23087	TRIM35
2185	PTK2B
1135	CHRNA2
2053	EPHX2
1191	CLU
51435	SCARA3
55246	CCDC25
157570	ESCO2
55872	PBK
389643	NUGGC
55140	ELP3
55893	ZNF395
157574	FBXO16
7976	FZD3
2137	EXTL3
101929402	EXTL3-AS1
55756	INTS9
79618	HMBOX1
23303	KIF13B
1846	DUSP4
51669	SARAF
23484	LEPROTL1
10671	DCTN6
100128750	RBPMS-AS1
11030	RBPMS
2961	GTF2E2
2936	GSR
7993	UBXN8
5516	PPP2CB
7486	WRN
84750	FUT10
80185	TTI2
84549	MAK16
692084	SNORD13
79845	RNF122
80139	ZNF703
11160	ERLIN2
11212	PLPBP
25960	ADGRA2
55290	BRF2
80223	RAB11FIP1
1978	EIF4EBP1
9070	ASH2L
27257	LSM1
9530	BAG4
23259	DDHD2
84513	PLPP5
54904	NSD3
137994	LETM2
2260	FGFR1
6867	TACC1
59339	PLEKHA2
83877	TM2D2
8754	ADAM9
51125	GOLGA7
84296	GINS4
137964	GPAT4
286	ANK1
7994	KAT6A
10947	AP3M2
3551	IKBKB
5423	POLB
27121	DKK4
7419	VDAC3
6575	SLC20A2
114926	SMIM19
55145	THAP1
81790	RNF170
84376	HOOK3
2339	FNTA
84197	POMK
138050	HGSNAT
23514	SPIDR
1052	CEBPD
5591	PRKDC
4173	MCM4
7336	UBE2V2
115294	PCMTD1
102724330	LOC102724330
9821	RB1CC1
51606	ATP6V1H
6917	TCEA1
10434	LYPLA1
29088	MRPL15
137695	TMEM68
96764	TGS1
4067	LYN
6224	RPS20
5324	PLAG1
79145	CHCHD7
54928	BPNT2
137886	UBXN2B
6386	SDCBP
8439	NSMAF
767	CA8
5862	RAB2A
55636	CHD7
444	ASPH
728638	KRT8P3
286183	NKAIN3
8836	GGH
253943	YTHDF3
102724623	LINC01414
55156	ARMC1
9650	MTFR1
5150	PDE7A
100505659	LINC00967
23212	RRS1
80124	VCPIP1
56260	C8orf44
23678	SGK3
157777	MCMDC2
641638	SNHG6
100129654	TCF24
10987	COPS5
79848	CSPP1
10565	ARFGEF1
23213	SULF1
10499	NCOA2
23471	TRAM1
51110	LACTB2
106480370	RN7SL19P
389668	XKR9
7013	TERF1
6129	RPL7
157506	RDH10
27067	STAU2
55284	UBE2W
106481129	RN7SL760P
6921	ELOC
54968	TMEM70
56704	JPH1
54332	GDAP1
441355	MIR2052HG
83690	CRISPLD1
101805492	CASC9
3174	HNF4G
5828	PEX2
51101	ZC2HC1A
23462	HEY1
28957	MRPS28
7163	TPD52
65986	ZBTB10
389672	RPSAP47
619279	ZNF704
55824	PAG1
3612	IMPA1
347051	SLC10A5
79752	ZFAND1
92421	CHMP4C
64089	SNX16
85444	LRRCC1
1875	E2F5
401466	RBIS
377677	CA13
761	CA3
760	CA2
105375624	WWP1-AS1
11059	WWP1
51115	RMDN1
100420307	NTAN1P2
8895	CPNE3
101929709	RIPK2-DT
8767	RIPK2
734	OSGIN2
4683	NBN
1666	DECR1
169200	TMEM64
55529	PIP4P2
100506365	OTUD6B-AS1
51633	OTUD6B
286144	TRIQK
137392	CIBAR1
389677	RBM12B
91147	TMEM67
54704	PDP1
114515521	MIR378D2HG
1015	CDH17
100130524	RPL6P23
2669	GEM
100861412	FSBP
25962	VIRMA
101926977	VIRMA-DT
100288748	LINC02894
54845	ESRP1
100271359	RPS15AP26
286148	DPY19L4
55656	INTS8
9134	CCNE2
137682	NDUFAF6
94241	TP53INP1
105375650	MIR3150BHG
79666	PLEKHF2
7381	UQCRB
51001	MTERF3
9791	PTDSS1
6383	SDC2
10404	CPQ
92140	MTDH
55353	LAPTM4B
4147	MATN2
6156	RPL30
26775	SNORA72
10247	RIDA
10940	POP1
79815	NIPAL2
6788	STK3
116039	OSR2
157680	VPS13B
1345	COX6C
5440	POLR2K
6674	SPAG1
25897	RNF19A
157567	ANKRD46
26986	PABPC1
7534	YWHAZ
115830329	ZNNT1
51123	ZNF706
79977	GRHL2
50484	RRM2B
51366	UBR5
7071	KLF10
51582	AZIN1
528	ATP6V1C1
105369147	LOC105369147
8323	FZD6
81034	SLC25A32
25879	DCAF13
29967	LRP12
55074	OXR1
3646	EIF3E
9694	EMC2
84955	NUDCD1
56943	ENY2
9166	EBAG9
55638	SYBU
8667	EIF3H
84294	UTP23
5885	RAD21
90390	MED30
2131	EXT1
401474	SAMD12
4982	TNFRSF11B
114569	MAL2
6873	TAF2
64798	DEPTOR
28998	MRPL13
27085	MTBP
6641	SNTB1
22882	ZHX2
79139	DERL1
93594	TBC1D31
84933	C8orf76
11244	ZHX1
29028	ATAD2
55093	NTAQ1
114907	FBXO32
312	ANXA13
157769	FAM91A1
157378	TMEM65
55039	TRMT12
101927612	RNF139-AS1
11236	RNF139
83940	TATDN1
4715	NDUFB9
9788	MTSS1
137209	ZNF572
6713	SQLE
9897	WASHC5
286053	NSMCE2
10221	TRIB1
157638	LRATD2
100750225	PCAT1
103164619	PCAT2
4609	MYC
5820	PVT1
51571	CYRIB
106479093	RNU7-181P
100847051	MIR5194
50807	ASAP1
100507117	ASAP1-IT2
23167	EFR3A
51105	PHF20L1
7038	TG
6503	SLA
10397	NDRG1
6482	ST3GAL1
57623	ZFAT
101927845	LOC101927845
10656	KHDRBS3
83696	TRAPPC9
359809	PEG13
54108	CHRAC1
27161	AGO2
5747	PTK2
22898	DENND3
57210	SLC45A4
731779	LINC01300
2843	GPR20
11156	PTP4A3
389690	MROH5
203062	TSNARE1
8629	JRK
100288181	LNCOC1
51337	THEM6
66004	LYNX1
286122	LINC02904
286128	ZFP41
2738	GLI4
100507316	MINCR
79943	ZNF696
116447	TOP1MT
78998	RHPN1-AS1
114822	RHPN1
389692	MAFA
23144	ZC3H3
79792	GSDMD
642475	MROH6
93100	NAPRT
1936	EEF1D
84948	TIGD5
65263	PYCR3
7264	GFUS
9831	ZNF623
286075	ZNF707
286077	FAM83H
100616318	MIR4664
642574	IQANK1
23513	SCRIB
22827	PUF60
340371	NRBP2
83481	EPPK1
5339	PLEC
84875	PARP10
2907	GRINA
26873	OPLAH
54512	EXOSC4
8733	GPAA1
1537	CYC1
81858	SHARPIN
84232	MAF1
340390	WDR97
51236	HGH1
727957	MROH1
23246	BOP1
642658	SCX
3297	HSF1
8694	DGAT1
79581	SLC52A2
26233	FBXL6
203054	ADCK5
29894	CPSF1
55630	SLC39A4
51160	VPS28
4796	TONSL
50626	CYHR1
90990	KIFC2
84988	PPP1R16A
2875	GPT
113655	MFSD3
9401	RECQL4
9684	LRRC14
441381	LRRC24
414919	C8orf82
80728	ARHGAP39
90987	ZNF251
80778	ZNF34
6132	RPL8
340385	ZNF517
7553	ZNF7
28991	COMMD5
58500	ZNF250
7564	ZNF16
286101	ZNF252P
286103	ZNF252P-AS1
65265	C8orf33
100287171	WASHC1
2298	FOXD4
55871	CBWD1
157983	DOCK8-AS1
81704	DOCK8
23189	KANK1
6595	SMARCA2
7436	VLDLR
9933	PUM3
5991	RFX3
169792	GLIS3
6505	SLC1A1
55064	SPATA6L
403313	PLPP6
55664	CDC37L1
50808	AK3
10171	RCL1
3717	JAK2
55848	PLGRKT
57589	RIC1
79956	ERMP1
158358	KIAA2026
26953	RANBP6
115426	UHRF2
2731	GLDC
23081	KDM4C
100418910	ACTG1P14
90871	DMAC1
286343	LURAP1L
8777	MPDZ
4781	NFIB
340481	ZDHHC21
158219	TTC39B
6619	SNAPC3
11168	PSIP1
203238	CCDC171
54875	CNTLN
10670	RRAGA
54801	HAUS6
677776	SCARNA8
123	PLIN2
55667	DENND4C
6194	RPS6
340485	ACER2
4300	MLLT3
54914	FOCAD
55958	KLHL9
4507	MTAP
1029	CDKN2A
100048912	CDKN2B-AS1
1030	CDKN2B
286319	TUSC1
79886	CAAP1
9373	PLAA
80173	IFT74
64922	LRRC19
79817	MOB3B
203228	C9orf72
48	ACO1
23586	DDX58
10210	TOPORS
100129250	SMIM27
4712	NDUFB6
100422581	DFFBP1
54840	APTX
3301	DNAJA1
55234	SMU1
2683	B4GALT1
573	BAG1
51510	CHMP5
4799	NFX1
364	AQP7
360	AQP3
65083	NOL6
5646	PRSS3
6958	TRBV29OR9-2
54926	UBE2R2
106481158	RNU4ATAC11P
55833	UBAP2
100113379	SNORD121A
25853	DCAF12
100418974	TUBB4BP2
51271	UBAP1
347240	KIF24
318	NUDT2
57462	MYORG
203259	FAM219A
138716	RPP25L
11258	DCTN3
138715	ARID3C
10280	SIGMAR1
2592	GALT
3590	IL11RA
101926900	DNAJB5-DT
25822	DNAJB5
7415	VCP
2189	FANCG
84720	PIGO
30968	STOML2
80256	FAM214B
10497	UNC13B
9853	RUSC2
730112	FAM166B
7016	TESK1
971	CD72
203260	CCDC107
84904	ARHGEF39
768	CA9
7169	TPM2
7094	TLN1
10488	CREB3
57704	GBA2
9827	RGP1
4882	NPR2
84681	HINT2
51754	TMEM8B
1211	CLTA
10020	GNE
152006	RNF38
9833	MELK
100506710	EBLN3P
84186	ZCCHC7
9380	GRHPR
9925	ZBTB5
64425	POLR1E
26267	FBXO10
401505	TOMM5
158234	TRMT10B
51010	EXOSC3
79269	DCAF10
92014	SLC25A51
6461	SHB
106479072	RNU7-124P
219	ALDH1B1
389741	GLIDR
644019	CBWD6
100132249	LOC100132249
100132948	FAM27C
220869	CBWD5
445571	CBWD3
8395	PIP5K1B
116224	PABIR1
2395	FXN
9414	TJP2
320	APBA1
375743	PTAR1
23137	SMC5
687	KLF9
23670	CEMIP2
51104	ABHD17B
138241	C9orf85
9615	GDA
100507540	LINC01504
7763	ZFAND5
216	ALDH1A1
140803	TRPM6
55071	C9orf40
138199	CARNMT1
54981	NMRK1
26578	OSTF1
5125	PCSK5
55312	RFK
2650	GCNT1
158471	PRUNE2
23230	VPS13A
2776	GNAQ
84131	CEP78
29968	PSAT1
7091	TLE4
7088	TLE1
257019	FRMD3
414328	IDNK
29979	UBQLN1
80318	GKAP1
55582	KIF27
84267	C9orf64
3190	HNRNPK
80010	RMI1
23287	AGTPBP1
60560	NAA35
51280	GOLM1
81689	ISCA1
79670	TUT7
440173	LINC02893
1612	DAPK1
1514	CTSL
286234	SPATA31E1
23552	CDK20
10927	SPIN1
158046	NXNL2
53358	SHC3
1164	CKS2
79048	SECISBP2
10507	SEMA4D
10912	GADD45G
101927873	LINC01508
6850	SYK
549	AUH
4783	NFIL3
10558	SPTLC1
3376	IARS1
55035	NOL8
401541	CENPP
1842	ECM2
64768	IPPK
23299	BICD2
83744	ZNF484
89846	FGD3
84270	CARD19
4814	NINJ1
65268	WNK2
158293	FAM120AOS
23196	FAM120A
5253	PHF2
138639	PTPDC1
112903833	MIRLET7A1HG
169841	ZNF169
84641	MFSD14B
2203	FBP1
84909	AOPEP
102466518	MIR6081
407011	MIR23B
2176	FANCC
5727	PTCH1
100128782	LINC00476
375748	ERCC6L2
100128771	EIF4BP3
11046	SLC35D2
195828	ZNF367
22927	HABP4
8555	CDC14B
195827	PRXL2C
22869	ZNF510
158431	ZNF782
84278	MFSD14C
1515	CTSV
100499484	SUGT1P4-STRA6LP
100499483	CCDC180
23424	TDRD7
7111	TMOD1
158427	TSTD2
4686	NCBP1
7507	XPA
101928337	PTCSC2
51531	TRMO
10541	ANP32B
54187	NANS
9830	TRIM14
7464	CORO2A
55357	TBC1D2
203286	ANKS6
79695	GALNT12
7046	TGFBR1
85365	ALG2
10952	SEC61B
8013	NR4A3
55014	STX17
23071	ERP44
27130	INVS
107063539	RN7SL75P
54881	TEX10
91283	MSANTD3
570	BAAT
54534	MRPL50
7743	ZNF189
229	ALDOB
84302	PGAP4
56254	RNF20
10592	SMC2
25934	NIPSNAP3A
19	ABCA1
23446	SLC44A1
83856	FSD1L
26134	RALGAPA1P1
2218	FKTN
