length	gc
ENSG00000162390	9768	0.518222768222768
ENSG00000162391	2006	0.555832502492522
ENSG00000184313	9088	0.548195422535211
ENSG00000243725	3488	0.503153669724771
ENSG00000162396	2356	0.471137521222411
ENSG00000006555	6111	0.53460972017673
ENSG00000162398	1777	0.548677546426562
ENSG00000116133	6214	0.510138397167686
ENSG00000242396	575	0.613913043478261
ENSG00000162399	9761	0.526687839360721
ENSG00000169174	5711	0.593766415689021
ENSG00000162402	12023	0.405140148049572
ENSG00000260971	7878	0.437801472454938
ENSG00000162407	5272	0.410091047040971
ENSG00000162409	9362	0.352061525315104
ENSG00000187889	4648	0.407271944922547
ENSG00000173406	7548	0.432432432432432
ENSG00000162600	3718	0.395373856912318
ENSG00000162601	13115	0.373694243232939
ENSG00000177606	3257	0.561252686521339
ENSG00000234807	5017	0.480765397647997
ENSG00000232453	2068	0.439071566731141
ENSG00000172456	12174	0.425661245276819
ENSG00000134709	6614	0.37118234048987
ENSG00000134716	2973	0.428187016481668
ENSG00000226476	15496	0.366739803820341
ENSG00000162599	55886	0.373098808288301
ENSG00000162604	5516	0.401559100797679
ENSG00000132849	11919	0.431076432586626
ENSG00000200575	104	0.423076923076923
ENSG00000236646	270	0.485185185185185
ENSG00000132854	6814	0.508218373936014
ENSG00000162607	3869	0.397518738692169
ENSG00000116641	24890	0.371112896745681
ENSG00000132855	3371	0.309107089884307
ENSG00000235545	1228	0.424267100977199
ENSG00000125703	3116	0.344351732991014
ENSG00000088035	5487	0.377255330781848
ENSG00000142856	5459	0.393112291628503
ENSG00000203965	5704	0.352559607293128
ENSG00000079739	4077	0.504537650233014
ENSG00000185483	6720	0.44077380952381
ENSG00000158966	7022	0.488180005696383
ENSG00000162437	6070	0.399835255354201
ENSG00000162434	12620	0.447385103011094
ENSG00000162433	7578	0.44550013196094
ENSG00000231622	171	0.497076023391813
ENSG00000116675	6958	0.439925265881
ENSG00000213625	5237	0.404430017185411
ENSG00000116678	11370	0.359806508355321
ENSG00000152763	6673	0.398321594485239
ENSG00000198160	8273	0.357427777106249
ENSG00000116704	6193	0.397707088648474
ENSG00000142864	7676	0.404377279833247
ENSG00000116717	1925	0.577662337662338
ENSG00000172380	4715	0.452810180275716
ENSG00000232284	3465	0.445887445887446
ENSG00000116729	4459	0.401659564924871
ENSG00000234383	1330	0.558646616541353
ENSG00000116745	2605	0.376967370441459
ENSG00000024526	5904	0.369918699186992
ENSG00000285407	2810	0.433096085409253
ENSG00000066557	2843	0.406612733028491
ENSG00000116754	8473	0.371887171013809
ENSG00000118454	6184	0.414133247089263
ENSG00000197568	1222	0.495090016366612
ENSG00000116761	2414	0.431648715824358
ENSG00000132485	4985	0.357673019057172
ENSG00000207721	86	0.36046511627907
ENSG00000229956	14877	0.359817167439672
ENSG00000254685	4180	0.367942583732057
ENSG00000272864	565	0.299115044247788
ENSG00000116791	4085	0.4203182374541
ENSG00000162623	4616	0.380415944540728
ENSG00000137968	6299	0.354341959041118
ENSG00000117054	4783	0.398912816224127
ENSG00000137955	5920	0.36875
ENSG00000184005	7212	0.366195230171936
ENSG00000117069	6059	0.429608846344281
ENSG00000142892	5514	0.370511425462459
ENSG00000226084	555	0.457657657657658
ENSG00000036549	9008	0.388432504440497
ENSG00000077254	6918	0.383203237930038
ENSG00000180488	10128	0.378060821484992
ENSG00000235613	1693	0.413467217956291
ENSG00000162614	4436	0.380748422001803
ENSG00000162613	7559	0.396481016007408
ENSG00000162616	3702	0.374122096164236
ENSG00000137960	3904	0.379098360655738
ENSG00000213561	766	0.449086161879896
ENSG00000213560	556	0.438848920863309
ENSG00000142875	6730	0.357949479940565
ENSG00000117133	2290	0.383842794759825
ENSG00000174021	1128	0.375886524822695
ENSG00000285851	2686	0.345867460908414
ENSG00000117151	6934	0.384193827516585
ENSG00000117155	8639	0.394258594744762
ENSG00000055732	6624	0.441123188405797
ENSG00000280099	1717	0.382061735585323
ENSG00000097096	6405	0.375487900078064
ENSG00000162642	3420	0.451169590643275
ENSG00000142867	4346	0.399907961343764
ENSG00000223653	4769	0.433214510379535
ENSG00000153904	4587	0.492914759101809
ENSG00000142871	3698	0.48512709572742
ENSG00000117174	6203	0.374334999193938
ENSG00000122417	10898	0.375665259680675
ENSG00000097033	6881	0.391222206074698
ENSG00000183291	2201	0.391640163562017
ENSG00000153936	7426	0.376514947481821
ENSG00000143013	5421	0.425936174137613
ENSG00000237505	16635	0.405530507965134
ENSG00000279778	3087	0.376093294460641
ENSG00000065243	6897	0.370305930114543
ENSG00000207234	107	0.411214953271028
ENSG00000137947	2524	0.419968304278922
ENSG00000137944	2196	0.452185792349727
ENSG00000213516	5087	0.429722822881856
ENSG00000117226	4284	0.407796451914099
ENSG00000117228	4862	0.377005347593583
ENSG00000162645	7223	0.364668420323965
ENSG00000197147	8270	0.390568319226119
ENSG00000272931	695	0.499280575539568
ENSG00000171492	4852	0.451154163231657
ENSG00000228175	729	0.537722908093278
ENSG00000162664	10988	0.357753913360029
ENSG00000287406	968	0.412190082644628
ENSG00000233593	14354	0.450466768844921
ENSG00000122482	7604	0.439505523408732
ENSG00000097046	3599	0.411225340372326
ENSG00000069702	8577	0.437332400606273
ENSG00000172031	2250	0.423111111111111
ENSG00000189195	8342	0.371613521937185
ENSG00000174842	2910	0.388659793814433
ENSG00000122484	17048	0.408259033317691
ENSG00000162676	5069	0.589859932925626
ENSG00000067208	8276	0.38653939101015
ENSG00000223787	346	0.407514450867052
ENSG00000229992	583	0.44082332761578
ENSG00000201317	116	0.370689655172414
ENSG00000122406	3687	0.398426905343097
ENSG00000154511	3091	0.423487544483986
ENSG00000207523	133	0.473684210526316
ENSG00000143033	5907	0.370407990519722
ENSG00000117500	9211	0.395613939854522
ENSG00000122483	5633	0.402982424995562
ENSG00000223745	6284	0.383036282622533
ENSG00000117505	10925	0.376018306636156
ENSG00000137942	5798	0.383580545015523
ENSG00000137936	6919	0.464373464373464
ENSG00000224093	1954	0.527123848515865
ENSG00000260464	1766	0.516987542468856
ENSG00000067334	7518	0.41487097632349
ENSG00000023909	5426	0.385366752672318
ENSG00000137962	18370	0.380457267283615
ENSG00000117528	7655	0.379751796211626
ENSG00000117525	2886	0.460845460845461
ENSG00000224081	10245	0.444021473889702
ENSG00000263526	41	0.634146341463415
ENSG00000143036	2869	0.459393516904845
ENSG00000117519	2783	0.499101688825009
ENSG00000235501	2517	0.477552642034168
ENSG00000172339	9641	0.413131417902707
ENSG00000152078	7385	0.370886932972241
ENSG00000122481	1927	0.392838609237156
ENSG00000137970	747	0.429718875502008
ENSG00000117569	14681	0.348341393638036
ENSG00000280040	672	0.34375
ENSG00000162627	2067	0.426221577164973
ENSG00000156869	8624	0.391581632653061
ENSG00000162688	8157	0.36888561971313
ENSG00000228084	655	0.433587786259542
ENSG00000117620	18235	0.374115711543735
ENSG00000283761	5765	0.40745880312229
ENSG00000212248	107	0.439252336448598
ENSG00000156875	2945	0.394227504244482
ENSG00000156876	3972	0.38595166163142
ENSG00000122435	4134	0.331881954523464
ENSG00000137992	11303	0.407502432982394
ENSG00000224616	10034	0.388778154275463
ENSG00000137996	3028	0.44550858652576
ENSG00000079335	6510	0.414592933947773
ENSG00000162694	4015	0.398256537982565
ENSG00000273204	429	0.540792540792541
ENSG00000162695	8600	0.362558139534884
ENSG00000117543	2970	0.425589225589226
ENSG00000233184	9868	0.387109850020268
ENSG00000185946	6867	0.36260375709917
ENSG00000240038	7491	0.402616473101055
ENSG00000198890	4340	0.450691244239631
ENSG00000134215	7306	0.430057486996989
ENSG00000085491	6726	0.420011894142135
ENSG00000196427	2586	0.441608662026295
ENSG00000241361	1882	0.414452709883103
ENSG00000162636	9350	0.398502673796791
ENSG00000162639	2426	0.492992580379225
ENSG00000285923	946	0.472515856236786
ENSG00000134186	6955	0.393386053199137
ENSG00000116266	5892	0.348438560760353
ENSG00000121957	19578	0.398712840943917
ENSG00000121940	10933	0.43848897832251
ENSG00000085433	4423	0.454442685959756
ENSG00000244716	555	0.461261261261261
ENSG00000197780	1401	0.48750892219843
ENSG00000273382	2888	0.496883656509695
ENSG00000215717	3613	0.398837531137559
ENSG00000031698	3849	0.485840478046246
ENSG00000143126	12830	0.614809041309431
ENSG00000134222	2855	0.545359019264448
ENSG00000221986	1759	0.491188175099488
ENSG00000134243	9127	0.427413169716227
ENSG00000143106	5734	0.415416811998605
ENSG00000143028	4042	0.546016823354775
ENSG00000162650	5232	0.578746177370031
ENSG00000174151	5690	0.530404217926186
ENSG00000181754	5141	0.537249562341957
ENSG00000065135	9044	0.381357806280407
ENSG00000116337	8938	0.566457820541508
ENSG00000168765	5727	0.528723590012223
ENSG00000213366	9116	0.470162351908732
ENSG00000134201	6067	0.521180154936542
ENSG00000241720	808	0.528465346534653
ENSG00000134202	4750	0.496210526315789
ENSG00000198758	3477	0.526028185217141
ENSG00000184371	5238	0.578083237877052
ENSG00000168710	5035	0.480436941410129
ENSG00000143093	7344	0.507080610021787
ENSG00000258634	4216	0.531309297912713
ENSG00000116396	26071	0.529131985731272
ENSG00000227963	2611	0.477211796246649
ENSG00000162775	4670	0.524625267665953
ENSG00000224699	12654	0.474316421684843
ENSG00000168679	3164	0.391592920353982
ENSG00000273373	2850	0.349824561403509
ENSG00000134248	2388	0.444304857621441
ENSG00000261654	5985	0.337510442773601
ENSG00000121931	3502	0.388063963449457
ENSG00000273010	1348	0.545994065281899
ENSG00000156171	3138	0.44263862332696
ENSG00000134255	8418	0.368852459016393
ENSG00000273221	647	0.329211746522411
ENSG00000162777	6677	0.510259098397484
ENSG00000173947	3949	0.4168143833882
ENSG00000085465	2520	0.476587301587302
ENSG00000260948	2023	0.387543252595156
ENSG00000243960	861	0.418118466898955
ENSG00000116455	2685	0.459217877094972
ENSG00000116459	3138	0.422562141491396
ENSG00000143110	2768	0.412933526011561
ENSG00000116473	5532	0.388286334056399
ENSG00000197852	6393	0.353824495541999
ENSG00000284830	4326	0.458853444290337
ENSG00000064703	5585	0.3863921217547
ENSG00000171385	7863	0.481368434439781
ENSG00000143079	7371	0.417582417582418
ENSG00000134245	12374	0.457168256020689
ENSG00000007341	8108	0.456709422792304
ENSG00000116489	3495	0.369957081545064
ENSG00000155363	6509	0.556153018896912
ENSG00000225075	449	0.532293986636971
ENSG00000155366	4007	0.580484152732718
ENSG00000155367	2874	0.596729297146834
ENSG00000261595	2125	0.521882352941176
ENSG00000215866	3183	0.470311027332705
ENSG00000224167	794	0.59823677581864
ENSG00000155380	5155	0.46188166828322
ENSG00000226419	12677	0.442454839473061
ENSG00000198799	12467	0.423678511269752
ENSG00000081026	8414	0.436534347516045
ENSG00000116793	7170	0.393723849372385
ENSG00000081019	6819	0.398885467077284
ENSG00000134262	5847	0.444330425859415
ENSG00000118655	3868	0.476732161323681
ENSG00000235527	3090	0.436245954692557
ENSG00000163349	9148	0.444031482291211
ENSG00000116774	2821	0.526409074796172
ENSG00000197323	9604	0.429925031236985
ENSG00000116752	1289	0.431342125678821
ENSG00000175984	7413	0.412248752192095
ENSG00000213281	4326	0.39828941285252
ENSG00000009307	5778	0.390792661820699
ENSG00000052723	5894	0.378520529351883
ENSG00000173218	9045	0.456605859590934
ENSG00000173212	3256	0.477886977886978
ENSG00000163399	7277	0.48646420228116
ENSG00000203865	13004	0.444324823131344
ENSG00000233154	1759	0.41273450824332
ENSG00000224950	2302	0.493483927019983
ENSG00000116815	1784	0.45067264573991
ENSG00000177173	1157	0.423509075194468
ENSG00000143061	7400	0.484054054054054
ENSG00000134247	6488	0.519112207151665
ENSG00000116830	10158	0.437586139003741
ENSG00000134253	4368	0.493131868131868
ENSG00000198162	9667	0.37105617047688
ENSG00000183508	5654	0.439688715953307
ENSG00000196505	10487	0.380471059406885
ENSG00000065183	10276	0.398793304787855
ENSG00000092607	4344	0.504834254143646
ENSG00000116874	3830	0.393733681462141
ENSG00000231365	11469	0.444851338390444
ENSG00000116882	1877	0.475759190197123
ENSG00000203857	2443	0.467458043389275
ENSG00000143067	5579	0.455637210969708
ENSG00000092621	9187	0.517905736366605
ENSG00000134240	2565	0.42261208576998
ENSG00000134193	3414	0.445518453427065
ENSG00000134250	19930	0.40822880080281
ENSG00000265808	9039	0.363646421064277
ENSG00000270231	5961	0.473913772856903
ENSG00000275131	9444	0.40713680643795
ENSG00000273136	6782	0.48938366263639
ENSG00000287979	1312	0.497713414634146
ENSG00000266338	5306	0.473991707500942
ENSG00000277918	164	0.536585365853659
ENSG00000196369	7230	0.507607192254495
ENSG00000272419	6056	0.428665785997358
ENSG00000162825	18995	0.440168465385628
ENSG00000270722	164	0.536585365853659
ENSG00000272150	3827	0.433237522863862
ENSG00000117262	5561	0.408919259126056
ENSG00000174827	2480	0.479838709677419
ENSG00000265491	11059	0.447327968170721
ENSG00000186141	4690	0.452452025586354
ENSG00000186364	1657	0.56004828002414
ENSG00000131788	4806	0.554931335830212
ENSG00000131779	1718	0.531431897555297
ENSG00000265241	5544	0.457251082251082
ENSG00000211451	2511	0.504978096375946
ENSG00000271601	3991	0.443748433976447
ENSG00000272031	3671	0.548896758376464
ENSG00000121851	1811	0.489784649364992
ENSG00000265972	3604	0.425083240843507
ENSG00000287190	1804	0.445676274944568
ENSG00000233396	4614	0.401820546163849
ENSG00000271425	14362	0.405305667734299
ENSG00000287978	668	0.50748502994012
ENSG00000268043	7272	0.476347634763476
ENSG00000131791	5460	0.425091575091575
ENSG00000180867	3328	0.4609375
ENSG00000131781	5984	0.46206550802139
ENSG00000226015	1657	0.414604707302354
ENSG00000131778	4301	0.468030690537084
ENSG00000116128	6331	0.536250197441163
ENSG00000162836	11993	0.472192112065371
ENSG00000188092	5214	0.397583429228999
ENSG00000274372	2603	0.456780637725701
ENSG00000206585	164	0.548780487804878
ENSG00000263956	5947	0.498738859929376
ENSG00000274020	7757	0.394740234626789
ENSG00000231551	3330	0.457057057057057
ENSG00000280649	1058	0.647448015122873
ENSG00000274210	165	0.515151515151515
ENSG00000270629	11985	0.416770963704631
ENSG00000178104	27623	0.456793252000145
ENSG00000269713	9046	0.446606234799912
ENSG00000274265	4291	0.440922861803775
ENSG00000286219	5343	0.409694927943103
ENSG00000203814	3196	0.46433041301627
ENSG00000183598	469	0.643923240938166
ENSG00000220323	3612	0.418327796234773
ENSG00000261716	6440	0.409937888198758
ENSG00000184678	2194	0.479945305378304
ENSG00000184260	494	0.582995951417004
ENSG00000184270	497	0.585513078470825
ENSG00000178096	1461	0.583162217659138
ENSG00000143368	1704	0.511737089201878
ENSG00000014914	4572	0.509842519685039
ENSG00000264522	12227	0.420544696164227
ENSG00000285184	3586	0.390407138873397
ENSG00000136631	6637	0.39731806539099
ENSG00000143401	3605	0.490984743411928
ENSG00000117362	3473	0.53901526058163
ENSG00000118292	1270	0.503937007874016
ENSG00000159208	2849	0.507897507897508
ENSG00000266472	1500	0.49
ENSG00000117360	5408	0.464681952662722
ENSG00000163125	8738	0.439230945296406
ENSG00000143374	4077	0.510179053225411
ENSG00000143369	3360	0.556547619047619
ENSG00000237781	665	0.593984962406015
ENSG00000143382	6432	0.60976368159204
ENSG00000203804	2622	0.453089244851259
ENSG00000277452	299	0.528428093645485
ENSG00000274963	299	0.508361204013378
ENSG00000143384	4371	0.47037291237703
ENSG00000253047	121	0.355371900826446
ENSG00000143420	4619	0.478891534964278
ENSG00000276103	117	0.444444444444444
ENSG00000143457	3334	0.382423515296941
ENSG00000163131	4071	0.366494718742324
ENSG00000143387	1824	0.407894736842105
ENSG00000143437	6448	0.445874689826303
ENSG00000143379	7093	0.479345833920767
ENSG00000143418	4643	0.528537583458971
ENSG00000259357	778	0.461439588688946
ENSG00000143412	1594	0.54642409033877
ENSG00000143409	3792	0.5
ENSG00000143363	3156	0.48447401774398
ENSG00000163141	3809	0.491992648989236
ENSG00000143443	2320	0.515086206896552
ENSG00000197622	4184	0.442399617590822
ENSG00000213190	2483	0.43052758759565
ENSG00000143458	9189	0.449994558711503
ENSG00000261168	1536	0.46875
ENSG00000143434	5809	0.615080048201067
ENSG00000163156	3264	0.493872549019608
ENSG00000163155	2508	0.493221690590112
ENSG00000163157	1843	0.484536082474227
ENSG00000163159	1780	0.459550561797753
ENSG00000143398	5405	0.469565217391304
ENSG00000159352	3021	0.505461767626614
ENSG00000232671	989	0.526794742163802
ENSG00000143373	6324	0.579063883617963
ENSG00000143393	5456	0.491935483870968
ENSG00000265753	300	0.563333333333333
ENSG00000143390	4586	0.495638901003053
ENSG00000143416	3476	0.534234752589183
ENSG00000159377	2125	0.475764705882353
ENSG00000143442	10301	0.448305989709737
ENSG00000143375	6616	0.542472793228537
ENSG00000143367	3878	0.489427539969056
ENSG00000232536	526	0.579847908745247
ENSG00000207606	96	0.489583333333333
ENSG00000223861	495	0.533333333333333
ENSG00000143376	16711	0.41236311411645
ENSG00000206635	107	0.401869158878505
ENSG00000159409	6774	0.557277826985533
ENSG00000143436	1740	0.530459770114942
ENSG00000143450	4633	0.470537448737319
ENSG00000182134	5092	0.464454045561665
ENSG00000203288	1141	0.501314636283961
ENSG00000225556	1757	0.610700056915196
ENSG00000159445	6937	0.467925616260631
ENSG00000197747	1012	0.536561264822134
ENSG00000229021	4109	0.463129715259187
ENSG00000163191	649	0.471494607087827
ENSG00000163220	573	0.556719022687609
ENSG00000197956	971	0.560247167868177
ENSG00000196154	946	0.582452431289641
ENSG00000285867	3176	0.441120906801008
ENSG00000188643	1701	0.589065255731922
ENSG00000189334	1277	0.56538762725137
ENSG00000189171	2216	0.458935018050541
ENSG00000160678	3030	0.584158415841584
ENSG00000160679	5625	0.438933333333333
ENSG00000143553	1517	0.520105471324984
ENSG00000143621	2261	0.467049977885891
ENSG00000169418	4952	0.598546042003231
ENSG00000143624	10467	0.500716537689883
ENSG00000143554	5470	0.595246800731261
ENSG00000143614	9244	0.470467330160104
ENSG00000223599	1309	0.491978609625668
ENSG00000198837	7606	0.58125164343939
ENSG00000160741	3602	0.558300943920044
ENSG00000143570	3388	0.513282172373081
ENSG00000282386	710	0.456338028169014
